label,text
1,I recently purchased this item and I can't say how relaxing it feels wearing it. It's made with a high quality silk and does not stick to the body. Best part of this pajama set is that if you take turns in your sleep it really does not hold to your body as it slips through giving you that ease of turning over on your back or belly. Loved it...would like to order more...
0,"Does this guy tape record himself at night? For more grade school poetry, nonsensical statements, and Haiku's written by dumb people go out and get this CD ASAP."
0,"I just purchased the SRF-M75PM and have had the same problem as everyone else with the belt clip coming off. I was jogging and the clip separated and the Walkman hit the pavement!As far as the unit as a radio is is awesome. Especially with the mega bass and pulse monitor.So if you run or jog, don't buy this unit.I called Sony and they have no fix for the problem. This Walkman is going back to the store."
0,"this video has a lot of dances for learning but each dance has only 3 steps so dont expect so much from this teaching video. if you want more than 3 steps then buy videos exclusively for a particular dance. this video will just wet your appetite but will not fill your hunger. also, the background setting of this video is very dark as if you are inside a dark night club so you cannot see the footsteps of the teachers because both of them were wearing black pants that blend with the dark background, terrible! plus the teachers teach from the side of the camera and sometimes facing the camera. this is not the ideal way to teach dance in a video. the teachers should be back to the camera so you can follow their footwork. for the money they charge for this video is not worth it."
1,"Again, Sr Mary Elizabeth O'Brien has writeen an excellent book. I give this book to nurses when they graduate. It truly puts nurses in an angelic and spiritual perspective which they deserve."
1,"This ball is made of thick and durable plastic -- seems more heavy-duty than the balls at my gym. I use it as an office chair in addition to using it for exercises. The hand pump worked fine. I followed the instructions and filled the ball half way, left it overnight and completed filling it the next day. All-total, filling the ball took only 15 minutes. They provided very clear instructions on how to measure the filled ball. The only reason I didn't give it 5 stars is because the instructions mentioned a bicycle pump needle attachment that wasn't included in my box."
0,"Amazingly silly dance routines. Baaaad acting. Lame, lame, lame story (I particularly love how the meteorite happens to land right next Peter and Mary Jane while making-out on a giant self-made web). And all for a mere $60 retail. Thank god for Amazon! If you're into this sort of thing that is. Don't let the effects dazzel your brain, this is truely one of the worst comic book movies, yet. And it's Spiderman, how can you screw that up."
0,"Three lovely young ladies all want Elvis' gearstick in this craptastic musical comedy that's so bad it ROCKS! I just love the title song sequence where Les and the guys 'provide' Elvis with ""...lots and lots of girls."" And who was that chick, the blonde with the short cropped hair who literally shoves all the other chikadees aside to get up and spinout with the King? She looks like she's out to prove she can really score, and I never saw parts move like that before! Elvis looks embarrassed. Anyway, after you've crossed those double lines and Spinout you will want to do so again and again and again. Simply awful, but I mean that in a great way."
1,"Telemann: Sinfonia spirituosa; String Concertos is a recording under the direction Reinhard Geoebel leading the Musica Antiqua Kln on this Deutsche Grammophon GmbH recording from 2002. It contains a well-written essay entitled ""Georg Phillip Tellemann: A Musician Abreast Of The Times"" written by Richard Goebel and translated into English by Richard Evidon. The performance by Musica Antiqua Kln is nothing short of splendid and I thorougly enjoy this recording. Highly recommended. 5/5."
0,"How this man has managed to write so many books while knowing nothing about 1) travel and 2) archaeology is a mystery to me. First he shows up in Jordan with no local money on a Friday (you'd think someone passing themselves off as a knowledgeable traveller would have figured out banks in an Arab country are closed on the Muslim sabbath) Then he continues on with a series of quack theories about aliens, and technologically advanced ancient civilizations, and harps that make rocks float. There not even good quack theories, like Hancock or Buval (who, while equally worthless, at least make an attempt to back up their theories) Read something else."
1,"duncan dhu,simplemente un artista moderno que aun usa la guitarracomo los antiguos trobadores.sus canciones son para aquellosque tienen una imaginacion muy amplia para poder interpretara lo que se refiere.espero y este dueto perdure aunque elrock en espaol haiga pasado de moda...si lo han escuchado conatencion sabran a lo que me refiero."
1,"I read a lot of books... and rarely have I had the experience that I had with this one. Usually I devour the language... gulp at it and after I finish a book I find that, although I enjoyed it, I didn't gain anything from the experience other than a few killed hours.This book made me slow down. Instead of reading ravenously through the pages I found myself savoring the language. I laughed, and cried, and rolled my eyes at the sarcasm and irony, and gasped, and remembered, and felt attached to the characters.I didn't read this book... I stood beside the characters and lived it with them."
0,"WHY are poor, innocent school kids forced to read this intensly dull text? It is enough to put anyone off English Lit for LIFE. If anyone in authority is reading this, PLEASE take this piece of junk OFF the sylabus...PLEASE!!!!!!!!!!!"
0,"This did not work very well, at all. I ended up throwing it out after a very short period of time. I would go with the Health o meter!"
0,"Christopher Lambert and Ice-T are supposed to be the stars here, but what little depth this movie has comes from Michael Halsey, who turns a professional killer into a sympathetic figure (and that ANYONE can earn any sympathy in this bit of video treacle is itself an achievement).If you're not a big fan of bloodless, mindless gunplay, the only reason to buy this movie is for the soundtrack. Mambo fans will actually enoy it, as well as the Andean flute/guitar instrumental."
0,"The poster I received is okay - it's the one with ""Planet Earth"" written in italics along the bottom, instead of EARTH - but I really would have preferred the one I chose to spend money on, especially since you can buy the one I mistakenly got for .83 instead of $5ish. However, the shipping was fast and the poster was spotless."
1,this is a very good book for the younger readers. it is straight forward and gives good halloween costume ideas for little kids
1,"As many mentioned earlier, no stand. no instruction for assembling. I needed about one and half hours to assemble it. The box is damaged and there is a scratch on bike. But it is a good bike. I like it."
1,"This book just cries for a continuation. once started it is difficult to put down. I am lucky that i have the orginal paperback edition, that despite many readings is still in good condition. It helps if you know a bit about Indian religions."
0,I first found Christine Feehan's work through 'Dark Prince'. It was an excellent read and has had me hooked on the whole series! I thought this book would be the same - not even close. The Scarlatti Curse is humdrum. Before I reached halfway I really didn't care about the characters. The secondary characters were underdeveloped and the main characters were two dimensional. I also did not get a feeling for the period or the place. In short it seemed like a short story plot that was enlarged to take advantage of her success with the Carpathian series. Please Christine don't write any more like this.
0,"Charles Pellegrino, while providing interesting insight into the finding of the sunken liner Titanic, obviously neglected to do his research on that which haunts him so. As a member of the Titanic Historical Society and a general Titanic enthusiast, I know much about the dreaded night of April 14th 1912 - in both fact and myth. Pellegrino draws from neither for his book, instead creating unfounded dialogues that, unfortunately, shed a bad light on some of the heros of that night. His extreme emotionalism - he takes it almost to the point of being farcical - distracts the reader from the events of both the 1912 sinking and the 1985 finding of the Titanic. This book had the potential to create a fascinating discourse between the two main events in the life of the liner, both academically and emotionally, but unfortunately it doesn't. Luckily we now have James Cameron's film ""Titanic"" to build what Pellegrino couldn't."
0,"This is an awful franchise and this could be the worse of the bunch. This film is too dumb for adults and way to crass for children. I don't know who's giving the good reviews, it must be highly paid movie industry workers. This movie is really, really bad!"
0,Jams with 2 pages jams with 10 pages. I basically have to sit here and babysit the scanner the whole time. I could scan my documents faster one page at a time on a regular scanner. Returning it as we speak.
0,"I want to say first that I am an Adam Sandler fan. I loved him on SNL, I have enjoyed him in everything from ""Billy Madison"" to ""Punch-Drunk Love"". So with that in mind, I had high hopes for ""Eight Crazy Nights"". To say it was a let down would be an understatement. This is one of the worst movies I have seen in recent memory.The only thing remotely close funny is the old man named Whitey. He has a few lines that might warrant a slight chuckle. Sandler's Davey Stone character is so annoying, you will probably be tempted to turn off the movie within the first 10 minutes. If you don't, you'll be treated to jokes about hairy butts, a woman with three breasts, a man eating a jock strap and deer licking frozen feces. Sounds appealing, doesn't it?I am sure some diehard Sandler fans think this is funny, but I don't. Hopefully his first animated movie will be his last."
1,"The pen was shipped promptly. This is the classic Montblanc pen that everyone raves about. It is Black in color with Golden Trim. It holds it's own and I am thankful to my parents to gift this to me as a Graduation Present. Someday I plan on buying more of these pens from Amazon.The vendors at Amazon are amazing. I have been a long time shopper at Amazon, mostly pens and electronics. However this pen was gifted to me by my mom and she has nothing but good things to say. I on my part love this pen."
0,"My Nomad Jukebox Zen Xtra 40GB only worked for 6 months. I no longer have any sound and the battery doesn't charge. When I called customer service I was given the excuse that it wasn't supposed to be used in the gym. As you all know it is marketed to fulfill your portable music needs. If you can't use it in the gym then it is not truly portable. I know many people who use their ipods in the gym and have had no problems for years. This product has fallen far below my expectations. It is not worth the $300, not to mention the fact that it only has a 90 day warranty. Can you trust a product that is only guaranteed to work for 3 months? No."
1,"First of all, I never did something like this before until now and it had to be done. In my situation the bushing was broken on top. So, I opt not to by bushing removing tools or pin remover. I took 2 screw driver popped the retaining clamp and a small chisel broke the rest of .The top bushing od was a little bigger then my door post hole, is this normal I don't know. I grease od of the top busing, and used a socket of same od with extension, tap it went in smooth, I broke the bottom bushing with the chisel and the new bushing went in with no trouble maybe because hole was a little oblong from leaning. I bought 2 just in case. Good product for the price, and it worked well for me. Do u need the removing tools I can't say."
0,"I used this product a couple of times and was not really impressed. To get good results I guess you would have to use it in a specific area for a good length of time, otherwise not much good."
1,"Many readers will fail to realise that such a tragic life was the common lot of young, attractive poverty stricken women ages ago just as it is today. Children and teens continue to be sold and/or directed to a life of drudgey, service or near slavery, if not in fact slavery, by parents knowing no way out of their own dire conditions. That poverty worldwide continues to dictate a similar fate for young ones today while we, in comfortable surroundings, debate the merits of a novel, here in America, is a sad legcy indeed for a tale of warning, and unfortunately, of prediction. It is all well and good to fasten ones attention on a good resd-but pray do not miss the point! Hypocrisy lives on when the book is finished."
0,"I ordered this cake plate and dome for my mother, shortly before Thanksgiving of 2002. The first time it arrived, after 3 weeks, it was in about 1,000 pieces. The UPS driver realized that upon delivery and returned the item. When it was sent the second time, which wasn't until around Christmas, it arrived with the handle to the dome broken off. So, long story short, no cake plate for Mom! Amazon.com should really examine how they pack items like this."
0,"I bought this for my 3 year old and it is the dumbest game ever. It has really bad graphics, game play is mega slow, and the music is horrid. They should be ashamed of themselves. Please save your money and buy something else."
0,BioTutor is the worst educational software I have ever purchased. I trusted the reviews that were posted and was a total fool for doing so. It is simply pretest questions with written explanations if you need them. I can't believe they consider this interactive. I could get this from doing the pretests in the back of my book. I will be sending this software back!
0,"There appears to be a good many who support this book, but none that actually ilustrates explicitly its hidden gem or genius, if there is indeed any. personally i don't see why it's so fantastic. the suspension of fixed parameters and a ""realistic"" framework in general seems to be an easy way to avoid the more prosaic elements and ensuing entanglements in life, and may also be construed as a rather cheap method to beguile readers into a seeming style and artistry."
1,"This may be my favourite Mayhem album of all. As opposed to the crude ""deathcrushing"" sound of their early stuff & the atmospheric shred of ""De Mysteriis,"" this album tends more towards technical chaotic black/death metal, really unlike anything else I've heard before. Usually very fast, sometimes atmospheric (all done w/out synths, except for the ambient intro track), and always hellish - every aspect of this music is absolutely insane, and it definitely gives hope for a grim future."
0,"I rented this movie thinking it would be a sweet, romantic, relatively clean movie that I could enjoy watching. However, I was absolutely offended by some of the content of this film. In the first 15 minutes, you're introduced to a lesbian couple as they greet each other with a kiss on the mouth, and then announce that they're having a baby together. In the same scene, the main character uses the f--- word and it sounds like it was inserted into the script simply for the shock value. Also, there's teenage (and adult) premarital sex. Overall the film has a very casual attitude about sex and shows some rather graphic scenes for a PG-13 film. It's just another attempt by Hollywood to get us all comfortable with homosexuality, promiscuity, and a general idea of ""If it feels good, do it."" I would strongly advise against seeing this movie, especially with kids."
1,Anyone who likes Limp Bizkit and Tool but suspects that these guys are basically talentless screamers needs to dig up System of a Down. Intelligent metal isn't an oxymoron...here is an abulm that shakes your bones while stimulating your mind. Amazing.
1,lil wayne and turk set the whole cd off the untamed killer seem to know how to flow. his beats are for real and i cant wait for lil wayne to come out with his solo cd
1,"Despite all the hype and negativity due to popularity backlash none can honestly admit that Asimov made a mundane focus for his writing passions when he wrote and then published the stories that comprise 'Foundation'. Since I read this epic book in eighth grade it has stuck with me due to the relation of structural decay and rebirth in a future universe that mirrors our own rather perochial existance. The serendipity and foresight combining thought and action to build a better future for mankind in the Milky Way galaxy will leave the experienced, educated readers feeling they have witnessed the true future of our reality. This is a truely brilliant effort of science fiction as are many of Asimov's early works. Shame on the nay sayers."
0,"This is the number one worst movie I have ever seen. I usually love French films and enjoy the unprudish and free attitude in most of them, but this one went too far. I wanted to leave the theatre, but I was too transfixed in horror to move. I gagged, I winced, I covered my eyes, but still I couldn't move. After the torture was finally over I felt shellshocked and needed to go home and watch The Lion King to recover. It was a glimpse into the world of a sad, demented, and twisted character that I did not need to see. There was no point to this movie and I felt that it existed purely for shock value with no lesson, point or true plot. If you value your time do not watch this movie."
0,"I have ordered this DVD four times. Picture is fine, music is fine, subtitles are fine BUT none of the received DVD has french dialogs/ actors' voices. Does somebody else have the same experience??Steve"
0,I thought there was no point to this book what so ever and i dont suggest anyone to read it...! i had to read it for school and i didnt even finish it because it was so bad!
0,The children were happy to play with it but since the electronics was so poor they were very dissappointed and left it on the table
1,"Seems to be a nicely designed and manufactured air bed. We've used it for guests a few times, and are pleased with it."
1,"I found this book enlightening not knowing anything about the current sitaution in sudan other than bits and pieces in the news. I finished this book in almost one sitting i couldn't out it down. I knew of slavery in sudan ,but had no human face or story to put with it."
1,THIS CD IS PURE MEDAL GENIOUS THE WAY THEY USE THIER VOICES AND SO ON. THE SONG DEER DANCE IS THE BEST SONG ON THE ABLM TOXICITYTHIS SONG DIDNT TURN ME ON TILL THE 09/11/01 HAPPEND IT WAS THE PERFICT SONG FOR A MACRAMEDIA VIDEO THAT I DID IT REALLY SPONSERD THE EMOTION THAT WAS FELT WHILE THE ATTACKS WERE HAPPENING. THIS IS THE BEST CD AND SO IS THE FIRST. BEST OF THE BEST
1,This book was amazing The way the author made it sad and very exciting. The book made me want to read even more. But why were the adults the only ones to die instead of the kids. The book could've been better and more sad and exciting.
1,I am a beginner and I'm teaching myself. This book was very helpful in teaching me how to begin. It also has a lot of nice designs that I was not afraid to try. I found this book very helpful in getting started.
1,"Mad Max is a very good movie.It's loaded with action,and it's got a good(but kind of strange)musical score that really adds to the feel of the movie.The plot is pretty good.It takes place sometime in the future(at least from when the movie was made)in Australia.The highways of Australia have become very unsafe,with biker gangs running wild.Most of the film is about a very nasty gang,led by a crazy guy called the Toecutter,that is out for revenge on a cop named Max,who they blame for the death of their friend the Nightrider.(he died in a fiery crash toward the beginning of the film,after an excellent chase)After the gang kills Max's wife and baby,he becomes the hunter,and the gang the hunted,and Max gets revenge in the end.This is a very good film,done on a very small budget.The only version I've ever seen is the American,I would love to see the Australian Sometime.This movie is followed by an excellent(and bigger budget)sequal,The Road Warrior."
1,"It's intelligent, insightful, and very funny. Brilliant performances by Julie Walters and Michael Caine in a story that you wish was true. I see very little that can be improved here, and it's one of those very rare films that I'll put back on my little shelf to watch again later."
0,Not as advertised. These copies are remaindered and are marked on the bottom as such with a felt-tip line. I had purchased this as a gift but was unable to give it due to the remaindered marking. The online information about these books fail to mention their remaindered status.
0,"My first foray into this writer was her latest book, Scarpetta. I enjoyed it....so I purchased this effort and several others she had written. I was a bit disheartened to find that all of her books have basically the same formula and character studies. After a while reading her work becomes less than stimulating. It becomes trite."
0,"This product is like chapstick. It goes on so easy. It doesn't damage nearby skin at all. You don't have to be careful with it. I have been using it for a few days, that's all. I would be amazed if it actually does anything. If it does I will come back here and say so. It seems like chapstick. So far, nothing at all."
1,Short and sweet since everything has already been said. One of the best rock releases the past 25 years. What an album
1,"I have liked this product so much that I have three of them...I fill a glass container with some smell good pine sol AND my whole home/work place is filled with the scent of clean (we have cats and no one is the wiser as they can not be smelled at all).I am thinking of ordering another one of these in a few weeks, thanks for asking!Paula Jo Carr"
0,"Outrun was the biggest disappointment of my holidays.If you've just come home from a life in 1985 you might enjoy this. I read the reviews before buying but it didn't sink in what Arcade style meant. I am an addicted follower of Colin MacRea rally and thought to race a ferrari across the US would be cool. I was wrong. The games is to car racing what space invaders is to ""Battlefield"". The landscape moves instead of the car and you have these idiotic stages like impress your girlfriend with how many slides you can do. Total rubbish. Not anyones fault but mine, but I live in Ireland and got it shipped through Florida so it is a costly mistake."
0,"The set up is real easy, the site is too flashy (no pun intended) and the play lists are never updated. I have NO idea what the other people who give this good reviews are thinking. I live in NYC, media capital of the world, and if it doesn't work here with hip-hop and Latin stations, it won't work anywhere. If you r into Latin music the site tells you the stations are supported but when you mark a song it gives you the popular songs not necessarily the songs playing. It is very unreliable, I have yet to see it work more than 3 times, and I have owned it for well over a month. If you want to get it, DON'T. At least wait until they start working on getting the play list on point."
0,"OCP PLANS ON DESTROYING DETROIT TO BUILD DELTA CITY. BUT, WHEN A GANG OF ANGERED RESIDENTS DECIDE TO FIGHT OCP BACK, PROBLEMS IMMEDIATELY BEGIN. TO ADD TO THE PROBLEMS, ROBOCOP [PLAYED HERE BY ROBERT JOHN BURKE] JOINS THE PEOPLE IN THEIR QUEST FOR FREEDOM. NOT AS VIOLENT AS THE FIRST TWO MOVIES, AND IT'S ALSO NOT AS GOOD. THE BIGGEST MISTAKE THEY MADE WITH THIS MOVIE WAS TO REPLACE PETER WELLER AS ROBOCOP. ROBERT JOHN BURKE JUST SEEMS LOST AS ROBOCOP. THIS SERIES WAS SERIOUSLY STARTING TO RUN OUT OF STEAM TOWARD THIS POINT. WHY COULDN'T THEY JUST KEEP THIS ONE ON THE SHELF? ANYWAY, ANOTHER BIG MISTAKE THEY MADE WAS TO HAVE ANN, ROBO'S PARTNER FROM THE FIRST TWO MOVIES, GET KILLED. HAS A FEW GOOD ACTION SEQUENCES, BUT IT'S SERIOUSLY LACKING THE ENTERTAINMENT THAT CAME WITH THE FIRST TWO MOVIES. IF YOU STILL HAVEN'T SEEN THIS BUT YOU WANNA SEE IT, RENT THIS, BUT DON'T BUY THIS. FOLLOWED BY FOUR DIRECT-TO-VIDEO MOVIES."
1,"A year and a half ago, I purchased everything I needed for my first computer. I did a lot of research and went way wrong with highly recommended Dell computer. But, based on what I could see at the store (the clerks at CompUSA are not too eager to help) I bought this printer. It has been the best purchase of my computing experience. Photos are flawless, as is everything else I print with this printer. It seeems to do what it is supposed to and musch more incredibly well."
0,"I don't know if i got a faulty binder,or its just bad quality because it's a big binder, but the moment i opened it and put some paper in, and then closed it, I noticed that the ring was broken, it wont shut all the way tightly and so EVERY SINGLE TIME that I try to take anything out or move papers it opens and its just a big mess. I had to get a new one because i couldn't even use it, and it's frustrating because im in school and NEED a binder that will just WORK !"
0,"I was tired of the tabs on luvs and decided to go back to pampers, but when I tried both the cruisers and baby dry diapers this time around, they both gave my little guy diaper rash (they didn't do that a year and a half ago). The baby dry didn't do it as bad as the cruisers. I love pampers products - both the baby dry diapers and the cruisers as well (great fit, quality product), but they are useless if they give your little one diaper rash. Otherwise, amazon does a great job delivering their product."
0,This was a school assignment for my son. I read the book first so I could quiz him on it. It is in my top 5 of the worst books ever! Don't waste your time...unless it's a mandatory school assignment.
0,"This is a very cheap toy. Poor finish, sloppy tolerances. Had a slight imbalance and would vibrate and lose speed quickly. The vibration makes most of the usual gyroscope tricks impossible.Then it spun off the table and promptly broke. Perhaps that's why they offer the two-pack?"
1,"I haven't had a chance to see the movie, I just collect things that look interesting and I have always enjoyed performances by Keanu Reeves, from the very silly excellent adventures to matrix to the evil prince in Shakespeare."
0,"I SHOWED MY KIDS HOW TO USE IT AND MY 5 YEAR OLD DAUGHTER, WITH ALL HER HONESTY SAID, ""I DON'T LIKE THAT TOY YOU CAN TAKE IT BACK."" FINE WITH ME BECAUSE IT SEEMED A BIT OVER PRICED."
1,This book categorizes many true and false reasons one might find himself unemployed. The book then gives commonsense directions to overcome the perceived inhibition. Great book!
0,"This cd is horrible!!! I thought that it might sound a little like there first, but it just sounded weird. It was so bad that when i put it in my cd player, i started bleeding from my ears. Skip this cd for gods sake and by something better like a rake or a loaf of bread."
1,This really worked out well for me! It lost a little air but that is to be expected. I use this during the holidays when extra people are visiting.
0,"I haven't used it yet!!! The plastic packaging is ridiculous, wasteful and HAZARDOUS as I just managed to cut myself trying to open it. Seriously, what a waste of resources. I can't imagine the energy and waste used just for the packaging. Why go through the effort of marketing and sitting around a conference room discussing how cool it would be to package a MEMORY STICK with razor sharp plastic with a neat colorful cardboard backround just so it can be thrown away to forever stay on the face of this earth to injure another person!!!? ah!! For a MEMORY STICK? Gimme a break!!"
0,"While I like the looks of this set a lot, with its retro feel, I find the shaker to be in need of a design overhaul. Every time this is used (and it's been used by several people so I don't think it's a user problem) it spills while pouring! This has been very frustrating to lose good top shelf vodka because of poor design. I had to go out and purchase another shaker because of this problem so I would not recommend this set."
0,"This is propaganda, not an economics lesson. The book is full of faulty logic apparently spewed to promote a libertarian agenda. I couldn't be less happy with this purchase."
1,I was surprised that after a few days use one really can tell a change in pore size without the harshness of an astringent. This is a real quick & easy effective non-irritating skin program to follow. I wish it came in much larger sizes to bring the price point down. The cost is the only factor that may keep me from future purchasing w/o a coupon or gold box discount. Actually I would like to try the entire line-so I really hope it will be featured frequently in the gold box or Friday sale.
0,"I seem to be having the same problem as everyone else. I bought this DSL modem mostly to get UPNP support for my Nintendo Wii. Worked great for the first 6 months, but I noticed lately it can't connect to the DSL provider or when it does everything crawls and eventually it looses sync. Sadly, I had to replace it with my old DSL modem (SpeedStream) which works perfectly (so I know its not my phone lines or other problems). Also, I noticed the Zoom DSL modem heats up pretty bad, wondering if theres a connection between that and its failure rate.I would definitely find another DSL modem, especially after reading all the other posts regarding the poor reliability issues."
0,"I read this book in my class and it took me forever to finish it. I am a big reader but I just couldn't get into the book. I think it should have been more exciting. In my opinion, it seemed as if the author kept repeating the same information."
1,"When I was young Lorne Doone was set for our final year. I never fininhed reading or did I like it. This time I found it a very good and well written, enjoyed and liked it very much. A fine picture drawn of life in hard situations hardly comprehended in our modern existant. Well worth reaading this book. Thank you Amazon."
0,"The rail keeps popping up, so the plastic endcaps are no longer flush with the table. I had to file them down so the tile won't get caught. The tilting table will move apart at the hinge when I start pushing the tile through the blade, it is just useless. Straight cuts seemed to work OK. This may be suitable for small around the house jobs. I think the design is from England. Bad British engineering !!"
0,"I bought this to keep the inside of my RV from freezing up during the week (we use it on weekends). After a power-outage of about 30 minutes, the unit failed to come back on so everything froze up. Since we are prone to brief outages, this was not acceptable. I replaced the Delonghi with a $20 space-heater and have not had another problem."
0,i bought this for my wife to replace her rabbit habbit that broke after a few uses. let me first say that it say 1 1/2 inches no it makes the rabit habit look tiny. its hugeat least 1 3/4 inch around. but its much slower than the other dosent vibrate near as fast. other than the size being more real size she liked the rabit habit better but we just got this one maybe it will get better. just goes to show bigger isnt better always. needs more power
1,"""A Campfire for Cowboy Billy"" is not only a charming tale, it's a resonant one. Cowboy Billy, who looks to be somewhere between six and nine years old, lives in the city. But that doesn't stop him from riding his stick horse, Splinter, all over the place--watching out for rustlers, delivering Pony Express mail, and so on. Author Wendy K. Ulmer subtly introduces the point that Cowboy Bill's grandfather has died, and that Grandpa had once told Billy that stars are the campfires of those we love--those who have died before us. Billy takes comfort in this tale, and it doubles back towards the end to take on new resonance and meaning. Altogether a sweet and subtle way to discuss death with a child. Ulmer's story is energetically illustrated by Kenneth J. Spengler."
1,"Who said numbers have to be dull? This book was funny, very funny, when it was first published fifty years ago.It has aged well. It's still funny - and what with Enron and others having ""lied with statitics"", there's a lot that one can learn from this extraordinary little book."
0,"Half a dozen women go down to explore an unexplored cave--without weapons to defend themselves with(should danger arise--and arise it does.) Right there the filmmaker lost all credibility with me, and not only that, you could hardly see/make out what the hell was going on with anyone; they made the cave that damn dark.I paid more than seventeen bucks for the DVD, tried to return it, unsuccessfully (Target won't accept returns, unless it is for the exact same thing) so ended up giving it to a friend. I don't keep DVDs I have no respect for in my collection.This was not well written, either, and don't believe this film director gets the horror genre at all.I suppose I'll be waiting for the next Alex Aja flick. Now here's someone who UNDERSTANDS what horror is about."
1,"Love this product, makes my skin look and feel great! It's easy to use, no mess no fuss. I don't use it everyday because I like to save it for the weekends because it makes my skin feel so good."
0,"Item arrived with black powdery smudges on the cover and edge of paper. I don't know if it's from the laser ink powder of the packing slip, or if it's from the printing on the cover. It is acceptable but messy. Also, the photo clearly shows a set of 2 books, but there's only one as detailed in the description."
0,"Poorly acted, written and plotted. Sci-fi and action movies are my thing but I couldn't get through this one as it seemed like all involved just ""phoned it in"". Worst movie I've seen in a long time."
1,"I was glad to see my mother at work at MGM two years before I was born. I am 73 years old.Mother was an MGM starlet in 1934. I had not been able to find a copy of this short after it was seen in part on TCM. I wrote TCM and searched the IMDB to no avail.And then this collection appeared! It fills the bill and is probably also appreciated by William Powell and Myrna Loy fans as well.Mother stars in the short musical film ""Dancing on the Ceiling."" She plays the dentist. What is significant about this film is that it may have been the precursor to the ceiling dancing film done by Fred Astiare.This short is not associated with the Lionel Richie, Frank Sinatra or Ella Fitzgerald works of the same name done more recently.I am still looking for a copy of the first MGM Technicolor musical short which starred Mother titled ""Gypsy."""
0,"I seriously question the validity of these stories as real Victorian writing. As another reviewer mentioned, there are no background and bibliographic references whatsoever. I would at least expect approximate dates and publishers of the original texts.My guess is that they were written by a man familiar with Victorian erotica, but some time after the era ended. One clue is that one story describes the woman as a ""lesbian,"" a word which didn't come into popular use until well after the Victorian era. Sexologists began using it in 1889, but it is really doubtful that a writer of common porn would be aware of the most recently published scientific writing.On the other hand, the stories are entertaining as some ridiculous little pieces of erotica."
1,"The Call of the Canyon is another of Zane Grey's ""war novels"" which is to say, it deals with the subject of the mistreatment of returning veterans from the first world war. But it is also the coming of age of a modern ""sophisticated"" woman who learns the real meaning of love, and what it means to love someone. The story has several scenes which take place in New York City as well as at Oak Creek Canyon in Arizona. For pure romance, this book can not be beat. Carly Birch is one of Zane Grey's finest female characters, and again I will say he often wrote from the woman's point of view which is why the vast majority of his work was published in the leading ""women's"" magazines of the day, and his readership was more than half women. So, ladies, please don't dismiss Zane Grey as a ""western"" writer; he was so much more than that."
1,The more I listen to Clay's new CD the better I like it. He has a beautiful voice and I could listen to it all day. You can understand the words as he sings them which is not the case for alot of other singers. I hope he continues to sing and make more CDs but most of all I hope he finishes his education.
0,Every single night my 11 month old daughter would wet through these diapers and get her sheets completely wet! HORRIBLE buy in my opinion!
0,"this is one of the worst diapers we ever used. We have been using Papmers Sensitive and thought we will try this. Nothing is staying in this diaper.even for a small leak, it becomes very wet and we end up changing the diaper... and when she takes a poop, it just literally overflows. will never buy this again."
1,"I picked up the Kindle version of this book when Amazon made it free for a limited time, and I'm so glad they did (it worked out for Amazon too, because I purchased the other two books as soon as I finished this one). I had kind of fallen out of reading for pleasure and just bought the Kindle. This was my second book I read on it and I loved it so much that I've been reading like crazy ever since. Lawhead totally pulls you into the world he creates. The characters, environment, battles, and problems are all well developed and you end up totally engrossed. I'm glad it was a trilogy and not over after only this one book.A great read for any fantasy fan."
1,"We've tried Costco's diapers and to a limited extent, Huggies... From our experience, Baby Dry are the best at catching leaks and offer the most value."
0,"TESS is one of the more boring works of literature. Yes, Hardy was rather a revolutionary for the period as far as his choice of heroine and the subjects with which he dealt, but that doesn't necessarily add up to a good book. The story itself isn't bad -- if you're willing to wade through all the unnecessary muck to piece it together. However, I have trouble stomaching the fact that Tess is lauded as a brave and virtuous heroine when she is actually completely spineless and at times rather annoying. I won't spoil the story by giving examples, since you may very well be intending to read it anyway, or being forced to read it for a class. If the latter is so...good luck."
1,"After just listening to a few clips of this CD on the internet made me want this one. Now after hearing the entire CD, I am soooo glad to have one!!!! Clay's voice is truly remarkable, the lyrics great, and the music is beautiful. I recommend this highly, you won't be disappointed."
0,"Great idea or so I thought. I fell for the marketing hype. This little gadget is nothing more than a time stamp. You plug it in and it reads the time stamp and shows you what was playing on the radio station that you pre-selected when you registered on the web. If you were listening to a different station, you have to look it up on their site, which defeats the purpose of this thing. You can already look up songs on the net without this gadget. In fact, you can do it better without the gadget, because, emarker's coverage is limited (No AM, jazz, classical, or music videos). Save your money!"
0,"This movie is UNACCURATE! Stupid! Foolish! Laughable! Not like the games! How? Here's a list of what was bad about this so-called ""movie"":*The Goombas are tiny brown mushroom-like enemies not dinosaurs!*King Koopa is human!*The Mario Bros. do not live in Brooklyn in the games!!*Bowser (King Koopa) has a wife*In the games there IS no Dinosaurcity! It's the Mushroom Kingdom*Toad is not in this movie (dumb)*Yoshi was more cartoony and can talk in the games*More than HALF of the enemy characters are missing in this movieAND MANY MORE!But don't panic you'll get a good chuckle from the EXTREME bad acting! Seriously even Nintendo hated this movie!Overall: Is Super Mario Bros. bad? Of course not! It's not a bad game! It's just a bad movie. (...) If you want a splendid adventure then stick with the games."
